tr,sigma,phi
-0.651294,0.0151363,0
-0.659579,0.0197349,0
-0.652997,0.0187188,0
-0.644253,0.0205225,0
-0.63861,0.0223093,0
-0.653508,0.0198852,0
-0.681054,0.0179137,0
-0.629236,0.0217202,0
-0.665602,0.0150552,0
-0.642316,0.0211538,0
-0.626763,0.0203365,0
-0.645944,0.0159608,0
-0.651184,0.025028,0
-0.660751,0.0196809,0
-0.65753,0.0222441,0
-0.639331,0.0268898,0
-0.669479,0.0176227,0
-0.643327,0.0196722,0
-0.654923,0.020527,0
-0.657003,0.0202734,0
-0.653519,0.0199488,0
-0.667061,0.0196045,0
-0.658211,0.0182443,0
-0.667423,0.0220475,0
-0.659183,0.0226675,0
-0.639436,0.0237257,0
-0.65227,0.023342,0
-0.619482,0.0217801,0
-0.6708,0.0205189,0
-0.650757,0.030933,0
-0.629809,0.0246512,0
-0.674505,0.0198605,0
-0.641642,0.0195252,0
-0.628729,0.016147,0
-0.644576,0.0234474,0
-0.666616,0.0237745,0
-0.655014,0.0276215,0
-0.647636,0.0259074,0
-0.651852,0.0250682,0
-0.620888,0.024444,0
-0.624452,0.0222125,0
-0.668375,0.018028,0
-0.641265,0.0204307,0
-0.656714,0.0213248,0
-0.655534,0.0225153,0
-0.641341,0.0184893,0
-0.679136,0.0188478,0
-0.619283,0.0194765,0
-0.635262,0.0209364,0
-0.658474,0.0206945,0
-0.632932,0.0233252,0
-0.656352,0.0238397,0
-0.66283,0.0206552,0
-0.646679,0.0239775,0
-0.643324,0.0198954,0
-0.673931,0.0164743,0
-0.644895,0.0213611,0
-0.664354,0.0268939,0
-0.65349,0.0182129,0
-0.621313,0.0273409,0
-0.656746,0.0217946,0
-0.651455,0.0289795,0
-0.669924,0.0237155,0
-0.647209,0.0242049,0
-0.668357,0.0151583,0
-0.648086,0.018842,0
-0.666869,0.0221195,0
-0.635155,0.0210048,0
-0.625131,0.0202968,0
-0.651973,0.0219947,0
-0.65411,0.0165977,0
-0.636608,0.0213972,0
-0.644846,0.0267948,0
-0.669451,0.0207907,0
-0.63398,0.027806,0
-0.655979,0.0246721,0
-0.640669,0.0253853,0
-0.650212,0.0258077,0
-0.66563,0.0204754,0
-0.64054,0.0228807,0
-0.649535,0.0219818,0
-0.634756,0.0228927,0
-0.623592,0.0158085,0
-0.621293,0.0204267,0
-0.650129,0.0213222,0
-0.642052,0.0231137,0
-0.676423,0.018052,0
-0.643078,0.020914,0
-0.653637,0.0232813,0
-0.664031,0.0280082,0
-0.673827,0.0256573,0
-0.669745,0.0167471,0
-0.66347,0.0209083,0
-0.665905,0.0189284,0
-0.667074,0.0200229,0
-0.625636,0.0234772,0
-0.638366,0.0173954,0
-0.64364,0.0229453,0
-0.675921,0.0242662,0
-0.690737,0.0244951,0
-0.659087,0.0228099,0
-0.636016,0.0206245,0
-0.651416,0.0196643,0
-0.653036,0.0215622,0
-0.63534,0.0226912,0
-0.673578,0.0192477,0
-0.653078,0.0194483,0
-0.653386,0.0218323,0
-0.638707,0.0234541,0
-0.671359,0.0220033,0
-0.641039,0.024057,0
-0.649212,0.0202041,0
-0.649148,0.0250175,0
-0.656428,0.023822,0
-0.673206,0.0209589,0
-0.647759,0.0254288,0
-0.645635,0.0192377,0
-0.641877,0.0215576,0
-0.678344,0.0165133,0
-0.647062,0.0242707,0
-0.694487,0.0182409,0
-0.643057,0.0210604,0
-0.657136,0.0200304,0
-0.666545,0.0214354,0
-0.652027,0.0244462,0
-0.677808,0.0174623,0
-0.668921,0.0272037,0
-0.647344,0.0215981,0
-0.669385,0.0218883,0
-0.655961,0.0196871,0
-0.639057,0.0137912,0
-0.671426,0.0199221,0
-0.638564,0.026745,0
-0.664196,0.0227023,0
-0.673103,0.0204655,0
-0.625786,0.0237745,0
-0.64604,0.0187758,0
-0.652196,0.027476,0
-0.682628,0.0185138,0
-0.631058,0.0187694,0
-0.674123,0.0183256,0
-0.638478,0.0183241,0
-0.633093,0.0214887,0
-0.635609,0.0250103,0
-0.644669,0.0233324,0
-0.695202,0.026597,0
-0.679361,0.0227447,0
-0.648344,0.01816,0
-0.632669,0.0183843,0
-0.633456,0.0245465,0
-0.643245,0.0182928,0
-0.635191,0.0235948,0
-0.661377,0.0196475,0
-0.667603,0.0232373,0
-0.642649,0.0234765,0
-0.671161,0.0218122,0
-0.652876,0.0254051,0
-0.67166,0.0200518,0
-0.675016,0.0228668,0
-0.669828,0.0223962,0
-0.66071,0.0212374,0
-0.642834,0.0208052,0
-0.662582,0.0114961,0
-0.667546,0.0163322,0
-0.652409,0.020124,0
-0.619411,0.0224958,0
-0.668739,0.017386,0
-0.631926,0.0189898,0
-0.645693,0.0127788,0
-0.643267,0.0207746,0
-0.650899,0.0260087,0
-0.632193,0.0240993,0
-0.655649,0.0212641,0
-0.675676,0.0190148,0
-0.669447,0.0220528,0
-0.660697,0.0240223,0
-0.685179,0.0223628,0
-0.64411,0.0242036,0
-0.655205,0.0233884,0
-0.669431,0.0238521,0
-0.644314,0.0221225,0
-0.648917,0.0142287,0
-0.636497,0.0224812,0
-0.636282,0.0202509,0
-0.664677,0.0210298,0
-0.642453,0.021062,0
-0.663661,0.0224899,0
-0.653139,0.0286305,0
-0.661544,0.0220997,0
-0.631846,0.0221234,0
-0.656657,0.0162661,0
-0.662086,0.0208451,0
-0.652847,0.0206522,0
-0.639467,0.0220417,0
-0.659421,0.019808,0
-0.656289,0.0230477,0
-0.658208,0.0162772,0
-0.658047,0.022404,0
-0.657986,0.0234985,0
-0.656231,0.0250071,0
-0.644324,0.0190573,0
-0.645819,0.024453,0
-0.64388,0.0228601,0
-0.668418,0.0200798,0
-0.653546,0.0176741,0
-0.638874,0.0177718,0
-0.669129,0.0249496,0
-0.657553,0.0176928,0
-0.635497,0.0222838,0
-0.661655,0.0186482,0
-0.631537,0.0218061,0
-0.644994,0.0193277,0
-0.654685,0.0164455,0
-0.645695,0.0271825,0
-0.666499,0.0239207,0
-0.62704,0.0222702,0
-0.645132,0.0181539,0
-0.625776,0.0236138,0
-0.67018,0.0179937,0
-0.624759,0.0207647,0
-0.650334,0.0222703,0
-0.647193,0.024086,0
-0.658524,0.0256443,0
-0.651906,0.020477,0
-0.660233,0.0175705,0
-0.662788,0.0229683,0
-0.666963,0.0223839,0
-0.659709,0.0228291,0
-0.64462,0.0216152,0
-0.685708,0.0197041,0
-0.649356,0.0188762,0
-0.669295,0.0260808,0
-0.695915,0.0194477,0
-0.655999,0.0241627,0
-0.643565,0.0195981,0
-0.638038,0.0235551,0
-0.620305,0.0208055,0
-0.649964,0.0260383,0
-0.668132,0.0230169,0
-0.630027,0.020906,0
-0.672363,0.0197134,0
-0.649381,0.0232773,0
-0.629772,0.0202677,0
-0.658173,0.0222494,0
-0.661804,0.0205627,0
-0.627296,0.024552,0
-0.648,0.020675,0
-0.644472,0.0212144,0
-0.648394,0.0258054,0
-0.656681,0.0282774,0
-0.637695,0.0209551,0
-0.634322,0.0245118,0
-0.682728,0.0217868,0
-0.658702,0.0230217,0
-0.665558,0.0235363,0
-0.648033,0.0272384,0
-0.664722,0.0174995,0
-0.659132,0.0179303,0
-0.672463,0.0219418,0
-0.661206,0.0237815,0
-0.677043,0.0227263,0
-0.662089,0.0215391,0
-0.641115,0.0227771,0
-0.658059,0.0239592,0
-0.645992,0.0241825,0
-0.665034,0.0218844,0
-0.6511,0.0254379,0
-0.663051,0.0262272,0
-0.656277,0.0246969,0
-0.610727,0.0228832,0
-0.662852,0.0187785,0
-0.666761,0.0206955,0
-0.622784,0.0259738,0
-0.625659,0.0195385,0
-0.65529,0.022343,0
-0.65523,0.0179701,0
-0.675278,0.0199461,0
-0.680118,0.0209383,0
-0.666889,0.0174693,0
-0.657991,0.0227059,0
-0.654145,0.0279117,0
-0.659362,0.0197215,0
-0.67531,0.0246958,0
-0.625084,0.0205245,0
-0.672252,0.0238001,0
-0.666896,0.0214814,0
-0.663459,0.0219615,0
-0.682347,0.0194083,0
-0.642836,0.022633,0
-0.64612,0.0245936,0
-0.65552,0.019228,0
-0.632619,0.0167911,0
-0.647267,0.0207629,0
-0.66638,0.0173542,0
-0.659477,0.0220498,0
-0.679248,0.0233869,0
-0.655142,0.0231586,0
-0.625128,0.0186466,0
-0.624984,0.0167643,0
-0.654904,0.0172028,0
-0.648829,0.0192558,0
-0.651889,0.023849,0
-0.647626,0.0247733,0
-0.643771,0.0239936,0
-0.638447,0.017846,0
-0.647289,0.021627,0
-0.657107,0.022796,0
-0.67042,0.0187348,0
-0.652655,0.0202045,0
-0.653263,0.0236605,0
-0.663239,0.024267,0
-0.658532,0.0225267,0
-0.632869,0.0277509,0
-0.648331,0.0232203,0
-0.671314,0.0200599,0
-0.633641,0.0211759,0
-0.666315,0.0217974,0
-0.644896,0.0236921,0
-0.668907,0.0207525,0
-0.61626,0.019842,0
-0.669393,0.020367,0
-0.683677,0.0211856,0
-0.630794,0.0213861,0
-0.668164,0.0207664,0
-0.663724,0.0257684,0
-0.651011,0.0226127,0
-0.662195,0.0207118,0
-0.656486,0.019209,0
-0.644872,0.0219899,0
-0.626529,0.0210876,0
-0.660618,0.0260274,0
-0.644973,0.0211304,0
-0.670276,0.0157708,0
-0.622962,0.0202083,0
-0.661175,0.0252484,0
-0.650575,0.0218834,0
-0.625873,0.0200538,0
-0.640298,0.0270571,0
-0.662228,0.0207536,0
-0.642729,0.0242227,0
-0.674926,0.0229284,0
-0.653008,0.020837,0
-0.678116,0.0187289,0
-0.648464,0.0213214,0
-0.660577,0.0253535,0
-0.644353,0.017613,0
-0.645659,0.0192044,0
-0.657693,0.0197587,0
-0.637876,0.0218914,0
-0.67436,0.017856,0
-0.641917,0.0222704,0
-0.634801,0.0170531,0
-0.671344,0.0139413,0
-0.639719,0.0175746,0
-0.64827,0.0198873,0
-0.64628,0.0223139,0
-0.63134,0.0221628,0
-0.673463,0.0257924,0
-0.671568,0.0176917,0
-0.651016,0.0261683,0
-0.660154,0.0230675,0
-0.631743,0.0246342,0
-0.646447,0.020576,0
-0.656524,0.0225836,0
-0.628555,0.0194379,0
-0.654443,0.022172,0
-0.61396,0.0308977,0
-0.628534,0.0217504,0
-0.656614,0.0216803,0
-0.650481,0.025443,0
-0.655897,0.0227953,0
-0.670436,0.0174346,0
-0.616665,0.0229146,0
-0.663276,0.0175465,0
-0.637659,0.01635,0
-0.65743,0.019426,0
-0.659172,0.0227533,0
-0.657605,0.0183753,0
-0.643218,0.0197942,0
-0.647222,0.0222514,0
-0.639829,0.020054,0
-0.656941,0.0224862,0
-0.66174,0.0198052,0
-0.662555,0.0209438,0
-0.618126,0.0189749,0
-0.643254,0.0203799,0
-0.65364,0.0197144,0
-0.630159,0.025425,0
-0.663696,0.0206382,0
-0.631309,0.0207375,0
-0.666445,0.0205032,0
-0.653828,0.017311,0
-0.636934,0.0169316,0
-0.669522,0.0192074,0
-0.669801,0.0157116,0
-0.631074,0.0229158,0
-0.642433,0.0218339,0
-0.657022,0.018431,0
-0.641026,0.0253018,0
-0.63846,0.0165,0
-0.650595,0.0152033,0
-0.677849,0.0217395,0
-0.670916,0.028679,0
-0.650815,0.0213352,0
-0.649242,0.0247921,0
-0.654127,0.0224281,0
-0.621025,0.0269625,0
-0.67752,0.0222621,0
-0.637693,0.02306,0
-0.666808,0.0207198,0
-0.676589,0.0223628,0
-0.643701,0.0203907,0
-0.628236,0.0191496,0
-0.675554,0.0218639,0
-0.658326,0.0183911,0
-0.655018,0.0193143,0
-0.6314,0.0210322,0
-0.650934,0.0184081,0
-0.644771,0.0200965,0
-0.655055,0.0222725,0
-0.682855,0.0210251,0
-0.67738,0.0164036,0
-0.636624,0.0282253,0
-0.675309,0.0247441,0
-0.655232,0.0201029,0
-0.655624,0.0267993,0
-0.678067,0.0239003,0
-0.633555,0.0148494,0
-0.682489,0.0178298,0
-0.653213,0.0222513,0
-0.645436,0.0154381,0
-0.681848,0.0237258,0
-0.654006,0.0155708,0
-0.650595,0.0250863,0
-0.672033,0.023335,0
-0.645349,0.0181088,0
-0.64609,0.021416,0
-0.657758,0.0208457,0
-0.659312,0.0242785,0
-0.644925,0.0189657,0
-0.640252,0.0189995,0
-0.646204,0.0188565,0
-0.671337,0.0201226,0
-0.642947,0.0218254,0
-0.652294,0.0210668,0
-0.66791,0.0252724,0
-0.669092,0.020293,0
-0.641454,0.0166982,0
-0.647821,0.0245415,0
-0.689741,0.0220888,0
-0.641864,0.0228624,0
-0.643418,0.0212619,0
-0.664077,0.0185188,0
-0.640859,0.02424,0
-0.672804,0.0209878,0
-0.636543,0.0227714,0
-0.64422,0.0199755,0
-0.664087,0.0161443,0
-0.639848,0.0175886,0
-0.658372,0.0214718,0
-0.648861,0.0177409,0
-0.653068,0.021136,0
-0.653928,0.0176936,0
-0.67115,0.0152014,0
-0.670413,0.0174415,0
-0.653818,0.0190184,0
-0.637759,0.0249422,0
-0.677643,0.0200989,0
-0.635606,0.0174795,0
-0.630964,0.0233759,0
-0.622212,0.0232072,0
-0.651892,0.021046,0
-0.652902,0.0212033,0
-0.632015,0.0215808,0
-0.628661,0.0223494,0
-0.652757,0.0198419,0
-0.66506,0.0227673,0
-0.664606,0.0249326,0
-0.629747,0.0216623,0
-0.660253,0.0199277,0
-0.670322,0.0251458,0
-0.668621,0.0193925,0
-0.643924,0.0206158,0
-0.651766,0.0240835,0
-0.682501,0.0187596,0
-0.636986,0.0196372,0
-0.63838,0.0183575,0
-0.654505,0.0131915,0
-0.645536,0.0246791,0
-0.658786,0.0210072,0
-0.661668,0.0234106,0
-0.643683,0.0183389,0
-0.647974,0.0221774,0
-0.662278,0.0198269,0
-0.62832,0.021011,0
-0.629838,0.0226935,0
-0.648843,0.0209094,0
-0.644743,0.0190606,0
-0.625941,0.0250209,0
-0.66694,0.0191334,0
-0.654197,0.0200425,0
-0.667304,0.0177433,0
-0.652256,0.0268548,0
-0.640391,0.0168035,0
-0.648821,0.022011,0
-0.659599,0.0161071,0
-0.652049,0.021165,0
-0.651912,0.0232206,0
-0.652457,0.021319,0
-0.678333,0.0169083,0
-0.642395,0.0244194,0
-0.665564,0.0154488,0
-0.616804,0.0189363,0
-0.646765,0.0219669,0
-0.657155,0.0195093,0
-0.651914,0.0200124,0
-0.651192,0.0264248,0
-0.653634,0.0201656,0
-0.639072,0.0160227,0
-0.664154,0.0205391,0
-0.676034,0.0192796,0
-0.671704,0.0217611,0
-0.666758,0.0278179,0
-0.643718,0.0204253,0
-0.645583,0.0240956,0
-0.636741,0.0212106,0
-0.663428,0.0212469,0
-0.677957,0.0207125,0
-0.641228,0.0187999,0
-0.648814,0.020774,0
-0.662417,0.0186453,0
-0.648504,0.022131,0
-0.647003,0.0238023,0
-0.661068,0.0203288,0
-0.678591,0.0234611,0
-0.646495,0.023587,0
-0.678784,0.0202623,0
-0.64888,0.019907,0
-0.665577,0.0223578,0
-0.63313,0.0257351,0
-0.631948,0.0232074,0
-0.641438,0.0175322,0
-0.671315,0.0213277,0
-0.644381,0.0139522,0
-0.631995,0.0187744,0
-0.646686,0.0265118,0
-0.65285,0.022494,0
-0.673229,0.0234017,0
-0.67911,0.0224741,0
-0.66173,0.0193185,0
-0.616755,0.0178883,0
-0.674762,0.0227933,0
-0.664091,0.0247948,0
-0.663095,0.0127341,0
-0.641753,0.0244797,0
-0.659351,0.0211061,0
-0.649358,0.0242977,0
-0.654745,0.0240284,0
-0.673052,0.021523,0
-0.658375,0.0227692,0
-0.660883,0.0222888,0
-0.65847,0.0205481,0
-0.622442,0.0242681,0
-0.657224,0.0219124,0
-0.652354,0.0240372,0
-0.679635,0.0260244,0
-0.658762,0.0214472,0
-0.640005,0.0201696,0
-0.677368,0.0239805,0
-0.648009,0.0212602,0
-0.650715,0.0207732,0
-0.656443,0.0235486,0
-0.659502,0.0185891,0
-0.647577,0.0225139,0
-0.642632,0.020262,0
-0.633967,0.020305,0
-0.649255,0.023377,0
-0.659848,0.0215437,0
-0.658364,0.0247536,0
-0.64195,0.02054,0
-0.667688,0.0271076,0
-0.636829,0.0216898,0
-0.654884,0.0239599,0
-0.648233,0.0278735,0
-0.666169,0.0181878,0
-0.64969,0.0253043,0
-0.646919,0.0219567,0
-0.670192,0.020384,0
-0.678345,0.0217595,0
-0.644353,0.0252226,0
-0.646758,0.0220313,0
-0.672541,0.0220978,0
-0.635206,0.0199575,0
-0.664756,0.0194667,0
-0.662774,0.0204684,0
-0.665825,0.0165018,0
-0.657921,0.0208615,0
-0.653862,0.0229869,0
-0.649743,0.0207862,0
-0.639602,0.0259927,0
-0.652144,0.0245627,0
-0.674647,0.0204617,0
-0.68106,0.0263588,0
-0.650945,0.0187413,0
-0.645354,0.0249472,0
-0.678958,0.0212575,0
-0.650787,0.021905,0
-0.647673,0.0252937,0
-0.676549,0.0237221,0
-0.668214,0.0245893,0
-0.636554,0.0228592,0
-0.658902,0.0206563,0
-0.651683,0.0222724,0
-0.652963,0.0218713,0
-0.639612,0.0236056,0
-0.681018,0.0178586,0
-0.640689,0.016175,0
-0.676309,0.0255489,0
-0.66061,0.0162961,0
-0.638775,0.0276806,0
-0.653646,0.0112721,0
-0.65125,0.0227664,0
-0.645036,0.0257423,0
-0.621351,0.0181426,0
-0.656773,0.0188115,0
-0.665881,0.0204323,0
-0.648419,0.0224549,0
-0.658221,0.0212227,0
-0.635331,0.0192313,0
-0.65592,0.0170848,0
-0.646553,0.0214758,0
-0.642413,0.0267943,0
-0.655293,0.0209159,0
-0.633083,0.020124,0
-0.663268,0.0268485,0
-0.681215,0.0220593,0
-0.641793,0.0258518,0
-0.660473,0.0235703,0
-0.644268,0.0209331,0
-0.636981,0.0167826,0
-0.653755,0.0245809,0
-0.629942,0.0249199,0
-0.639446,0.019741,0
-0.645309,0.0191956,0
-0.701037,0.02247,0
-0.641213,0.0204503,0
-0.6415,0.022323,0
-0.668278,0.0245572,0
-0.64667,0.0244974,0
-0.692419,0.0182757,0
-0.674918,0.023143,0
-0.653226,0.020864,0
-0.643578,0.0265877,0
-0.635862,0.026057,0
-0.636814,0.0245557,0
-0.65648,0.0229671,0
-0.653239,0.0179172,0
-0.675323,0.0180837,0
-0.659572,0.0238284,0
-0.625252,0.0211405,0
-0.678213,0.0245778,0
-0.643415,0.0221352,0
-0.645439,0.0242893,0
-0.635857,0.018865,0
-0.653685,0.0196912,0
-0.661048,0.0182858,0
-0.648283,0.0230433,0
-0.62542,0.0217194,0
-0.674662,0.0133602,0
-0.641722,0.0222828,0
-0.64071,0.0293381,0
-0.666089,0.0189432,0
-0.637625,0.0234061,0
-0.677019,0.0229567,0
-0.676656,0.0222891,0
-0.649333,0.0216222,0
-0.640574,0.0176639,0
-0.669049,0.0247984,0
-0.665853,0.020583,0
-0.645141,0.0188893,0
-0.66307,0.0220142,0
-0.676332,0.0230676,0
-0.674228,0.0284564,0
-0.640716,0.0198718,0
-0.655693,0.021127,0
-0.634493,0.0191208,0
-0.653559,0.0265827,0
-0.645014,0.0143737,0
-0.664947,0.018118,0
-0.643382,0.0248869,0
-0.662337,0.0179625,0
-0.66122,0.0197793,0
-0.652716,0.0230228,0
-0.661315,0.0150096,0
-0.655267,0.0182517,0
-0.642551,0.0244061,0
-0.639576,0.0231984,0
-0.648848,0.0212488,0
-0.678539,0.0239499,0
-0.638175,0.0198648,0
-0.643519,0.0234254,0
-0.677004,0.0143547,0
-0.638354,0.0235182,0
-0.63794,0.0222788,0
-0.65026,0.0173134,0
-0.639351,0.0243939,0
-0.686101,0.0206733,0
-0.652037,0.0199523,0
-0.637793,0.0239194,0
-0.655245,0.0211887,0
-0.610385,0.0207177,0
-0.639429,0.0226189,0
-0.662214,0.0227729,0
-0.650996,0.0188961,0
-0.657465,0.0211314,0
-0.673381,0.0175729,0
-0.657846,0.019803,0
-0.654016,0.019829,0
-0.671389,0.0228047,0
-0.675948,0.017594,0
-0.650526,0.016082,0
-0.666191,0.0182413,0
-0.695685,0.0221221,0
-0.664983,0.0214933,0
-0.639554,0.0201953,0
-0.622007,0.0256587,0
-0.649048,0.0196994,0
-0.642383,0.0144952,0
-0.64244,0.0213141,0
-0.647542,0.0203803,0
-0.660286,0.0211481,0
-0.631331,0.0265136,0
-0.645282,0.019681,0
-0.610581,0.0245918,0
-0.638928,0.0302194,0
-0.655887,0.0196689,0
-0.649601,0.0226545,0
-0.664815,0.0218977,0
-0.643661,0.0228906,0
-0.673288,0.0231736,0
-0.639884,0.0233522,0
-0.650973,0.0242069,0
-0.635217,0.0197164,0
-0.634611,0.0229524,0
-0.664827,0.0207718,0
-0.646544,0.0186193,0
-0.648567,0.0234841,0
-0.667973,0.0229637,0
-0.656588,0.0221141,0
-0.662075,0.0244826,0
-0.671359,0.0249808,0
-0.685229,0.0226037,0
-0.669645,0.0210931,0
-0.663718,0.0164702,0
-0.647045,0.0226557,0
-0.669765,0.023316,0
-0.675804,0.0163126,0
-0.666926,0.0226115,0
-0.651936,0.0183415,0
-0.649877,0.018678,0
-0.647728,0.0233365,0
-0.651657,0.0194978,0
-0.647103,0.0229918,0
-0.656379,0.0209766,0
-0.640017,0.0213172,0
-0.648337,0.0239958,0
-0.636928,0.016222,0
-0.64645,0.0265713,0
-0.676288,0.0271853,0
-0.661273,0.018877,0
-0.639279,0.0235357,0
-0.65689,0.0142582,0
-0.647858,0.0248883,0
-0.638985,0.0255548,0
-0.619264,0.0169977,0
-0.663517,0.0267471,0
-0.632805,0.027734,0
-0.676436,0.0263345,0
-0.636835,0.0230438,0
-0.654422,0.0218012,0
-0.640689,0.0249061,0
-0.614017,0.0203795,0
-0.65465,0.0159832,0
-0.638673,0.023606,0
-0.674175,0.029693,0
-0.648432,0.0200372,0
-0.642994,0.0203596,0
-0.662945,0.0192044,0
-0.653889,0.0265653,0
-0.614453,0.0203864,0
-0.637332,0.0236663,0
-0.644965,0.0192819,0
-0.678225,0.0193088,0
-0.665871,0.021116,0
-0.649969,0.0195502,0
-0.670028,0.0180846,0
-0.631489,0.0241825,0
-0.659586,0.0177425,0
-0.619841,0.0253397,0
-0.66758,0.0197955,0
-0.674987,0.0249746,0
-0.647796,0.0224048,0
-0.653456,0.0229266,0
-0.668609,0.0237849,0
-0.658768,0.0225335,0
-0.675383,0.024342,0
-0.654461,0.0230015,0
-0.661787,0.0242072,0
-0.657129,0.0266853,0
-0.65789,0.0268746,0
-0.65604,0.0243654,0
-0.668839,0.0177319,0
-0.621099,0.0175803,0
-0.636386,0.0190012,0
-0.681121,0.021948,0
-0.661647,0.0232451,0
-0.648704,0.0147097,0
-0.65251,0.0179197,0
-0.636942,0.0217248,0
-0.639285,0.0266036,0
-0.649691,0.0169263,0
-0.639905,0.0204077,0
-0.663381,0.0218739,0
-0.66529,0.0185081,0
-0.677543,0.0190535,0
-0.642426,0.0174106,0
-0.670893,0.0221755,0
-0.666603,0.0196258,0
-0.666032,0.0195353,0
-0.682649,0.0212425,0
-0.640677,0.015358,0
-0.665973,0.0287372,0
-0.652292,0.0201999,0
-0.639886,0.0185863,0
-0.652472,0.0197389,0
-0.658649,0.018004,0
-0.658249,0.0174938,0
-0.680317,0.0186947,0
-0.657551,0.0228109,0
-0.640966,0.0215559,0
-0.665585,0.0199604,0
-0.665841,0.0201598,0
-0.649669,0.0222011,0
-0.649361,0.0246048,0
-0.655489,0.0197588,0
-0.671614,0.0202792,0
-0.676514,0.0230852,0
-0.654164,0.018625,0
-0.655698,0.0260021,0
-0.65227,0.023935,0
-0.635407,0.0200182,0
-0.631537,0.0254651,0
-0.655403,0.0219043,0
-0.665994,0.0302298,0
-0.649534,0.0273241,0
-0.658221,0.0236727,0
-0.654363,0.0227019,0
-0.670243,0.0200596,0
-0.648112,0.026438,0
-0.641347,0.0193621,0
-0.644659,0.0227074,0
-0.678077,0.0214816,0
-0.64025,0.029716,0
-0.645542,0.0222714,0
-0.649629,0.0204371,0
-0.664229,0.0195146,0
-0.640034,0.0176813,0
-0.64618,0.0188957,0
-0.662413,0.0187105,0
-0.66467,0.0172123,0
-0.622911,0.0174064,0
-0.647174,0.02209,0
-0.637803,0.0182565,0
-0.646129,0.0214632,0
-0.635923,0.0249367,0
-0.62895,0.0221993,0
-0.6361,0.0203143,0
-0.692483,0.0219281,0
-0.656617,0.02545,0
-0.637136,0.0226354,0
-0.627486,0.0179086,0
-0.651546,0.0223348,0
-0.64088,0.0183774,0
-0.636488,0.0233933,0
-0.658689,0.0249833,0
-0.652866,0.019229,0
-0.687515,0.0180611,0
-0.62204,0.0182336,0
-0.658549,0.0202018,0
-0.669982,0.0175027,0
-0.644491,0.0236822,0
-0.651436,0.0196063,0
-0.646256,0.0246396,0
-0.662404,0.019254,0
-0.662587,0.0253757,0
-0.629798,0.0222742,0
-0.661238,0.0182559,0
-0.632379,0.0233407,0
-0.680832,0.021758,0
-0.666917,0.0212266,0
-0.662739,0.0202954,0
-0.64861,0.0209258,0
-0.681491,0.0212904,0
-0.650891,0.0209053,0
-0.670293,0.0239994,0
-0.644458,0.0229749,0
-0.656624,0.0237433,0
-0.656563,0.0218249,0
-0.652302,0.0262185,0
-0.662526,0.0248619,0
-0.655572,0.0200622,0
-0.66372,0.0220156,0
-0.641705,0.0199652,0
-0.633522,0.0245678,0
-0.660878,0.0250818,0
-0.655972,0.0239438,0
-0.680394,0.0173232,0
-0.650137,0.0201939,0
-0.661654,0.025553,0
-0.644316,0.0246659,0
-0.652267,0.023993,0
-0.635514,0.0232786,0
-0.653973,0.0204794,0
-0.666794,0.0161123,0
-0.633001,0.020471,0
-0.668298,0.0170058,0
-0.636505,0.0231571,0
-0.652424,0.0203623,0
-0.640536,0.0198373,0
-0.641592,0.0195932,0
-0.655619,0.0223101,0
-0.646627,0.0191959,0
-0.652043,0.0222236,0
-0.694414,0.0236299,0
-0.645124,0.0227868,0
-0.649931,0.0238641,0
-0.650034,0.0169639,0
-0.676547,0.0179878,0
-0.674306,0.0253089,0
-0.629065,0.0259472,0
-0.649412,0.0214229,0
-0.675256,0.0235085,0
-0.647372,0.0202584,0
-0.639746,0.0161266,0
-0.633781,0.0238307,0
-0.629943,0.0226015,0
-0.669814,0.0232106,0
-0.65196,0.0167446,0
-0.630633,0.0192411,0
-0.652787,0.0249117,0
-0.640932,0.0186176,0
-0.637024,0.0248524,0
